,baindi,bacode,baname,baid,usfirm
546,B,142,JANNEY MONTGOMERY SCOTT LLC             ,JANNEY  ,0
547,A,142,KIRKBEY (T)        A                    ,,1
548,B,143,JARDINE FLEMING (TAIWAN) LTD.           ,JARDINE ,1
549,B,143,JARDINE FLEMING (TAIWAN) LTD.           ,JARDINE ,0
550,A,143,MORTENSON          W                    ,,1
551,A,143,MORTENSON          W                    ,,0
552,B,144,BANK JULIUS BAER                        ,JBCOB   ,1
553,B,144,J.P. MORGAN                             ,JARDINFJ,0
554,A,144,REYNOLDS           M                    ,,1
555,A,144,REYNOLDS           M                    ,,0
556,B,145,BANK JULIUS BAER                        ,JBCOB   ,0
557,A,145,CRABS              R                    ,,1
558,A,145,CRABS              R                    ,,0
559,B,145,DAVY                                    ,JEDAVY  ,1
560,B,146,DAVY                                    ,JEDAVY  ,0
561,A,146,LUPATKIN           B                    ,,1
562,A,146,LUPATKIN           B                    ,,0
563,B,146,MORTON RESEARCH                         ,JMORTON ,1
564,A,147,HENDERSON          A                    ,,1
565,A,147,HENDERSON          A                    ,,0
566,B,147,"WACHOVIA SECURITIES, INC.               ",JOHNSON ,1
567,A,148,EDWARDS            W                    ,,1
568,A,148,EDWARDS            W                    ,,0
569,B,148,MIZUHO INVESTORS SECURITIES             ,KAKUMARU,1
570,B,148,"WACHOVIA SECURITIES, INC.               ",JOHNSON ,0
571,B,149,"JESUP, JOSEPHTAHL & CO.                 ",JOSEPH  ,0
572,B,149,"KEEFE, BRUYETTE & WOODS, INC.           ",KEEFE   ,1
573,A,149,SCHLEIDER          P                    ,,1
574,A,149,SCHLEIDER          P                    ,,0
575,A,150,FALKNER            J                    ,,1
576,A,150,FALKNER            J                    ,,0
577,B,150,"KIDDER, PEABODY & CO. INC.              ",KIDDER  ,1
578,B,150,MIZUHO INVESTORS SECURITIES             ,KAKUMARU,0
579,B,151,,KITCAT  ,1
580,A,151,BARTELS            B                    ,,1
581,A,151,BARTELS            B                    ,,0
582,B,152,DRESDNER KLEINWORT WASSERSTEIN          ,KLEIN   ,1
583,B,152,"KEEFE, BRUYETTE & WOODS, INC.           ",KEEFE   ,0
584,A,152,KWAI               A                    ,,1
585,A,153,HAMILTON           M                    ,,1
586,A,153,HAMILTON           M                    ,,0
587,B,153,"KIDDER, PEABODY & CO. INC.              ",KIDDER  ,0
588,B,153,SNS SECURITIES                          ,KOOIJMAN,1
589,B,154,KBC SECURITIES                          ,KREDIET ,1
590,B,154,KIM ENG SECURITIES PTE LTD              ,KIMENG  ,0
591,A,154,LAFOUNTAIN         A                    ,,1
592,B,155,CREDIT LYONNAIS SECURITIES              ,LAINGCRU,1
593,A,155,GOLDSMITH          P                    ,,1
594,A,155,MILLER                                  ,,1
595,A,155,MILLER                                  ,,0
596,B,156,,KITCAT  ,0
597,B,156,LANGEN MCALENNEY                        ,LANGEN  ,1
598,A,156,WINTZER            F                    ,,1
599,A,156,WINTZER            F                    ,,0
600,A,157,A. WELLER          E                    ,,1
601,A,157,A. WELLER          E                    ,,0
602,B,157,DEUTSCHE BANK NORTH AMERICA             ,LAWRENCE,1
603,B,157,DRESDNER KLEINWORT WASSERSTEIN          ,KLEIN   ,0
604,A,158,BUSZIN                                  ,,1
605,A,158,BUSZIN                                  ,,0
606,B,158,KLEINWORT BENSON & COMPANY              ,KLEINUS ,0
607,B,158,"LEGG MASON WOOD WALKER, INC.            ",LEGG    ,1
608,A,158,NEWMAN             D                    ,,1
609,A,158,NEWMAN             D                    ,,0
610,B,159,,LEGRAND ,1
611,A,159,AUSTIN             J                    ,,1
612,A,159,AUSTIN             J                    ,,0
613,B,159,SNS SECURITIES                          ,KOOIJMAN,0
614,A,159,SWANSON            A                    ,,1
615,B,160,BANK LEU AG                             ,LEU     ,1
616,B,160,KBC SECURITIES                          ,KREDIET ,0
617,A,160,MOGIL (ELEC)       T                    ,,1
618,A,160,MOGIL (ELEC)       T                    ,,0
619,B,161,LANGEN MCALENNEY                        ,LANGEN  ,0
620,B,161,NATIONAL BANK FINANCIAL                 ,LEVESQUE,1
621,A,161,SPREMULLI          B                    ,,1
622,A,161,SPREMULLI          B                    ,,0
623,B,162,DEUTSCHE BANK NORTH AMERICA             ,LAWRENCE,0
624,B,162,INVESCO ASSET MANAGEMENT DEUTSCHLAND GM ,LIECHTEN,1
625,A,162,WEILAND            W                    ,,1
626,A,162,WEILAND            W                    ,,0
627,B,163,,LIMTAN  ,1
628,A,163,ELEC & COM                              ,,1
629,A,163,ELEC & COM                              ,,0
630,B,163,"LEGG MASON WOOD WALKER, INC.            ",LEGG    ,0
631,B,164,,LEGRAND ,0
632,A,164,LEMIRE             A                    ,,1
633,A,164,LEMIRE             A                    ,,0
634,B,164,LIPPER                                  ,LIPPER  ,1
635,B,165,BANK LEU AG                             ,LEU     ,0
636,B,165,RODMAN & RENSHAW LLC                    ,MABON   ,1
637,A,165,WESTPHAL           D                    ,,1
638,A,165,WESTPHAL           D                    ,,0
639,B,166,CREDIT SUISSE - AUSTRALIA               ,MACNAB  ,1
640,A,166,HARRIS             L                    ,,1
641,A,166,HARRIS             L                    ,,0
642,B,166,NATIONAL BANK FINANCIAL                 ,LEVESQUE,0
643,A,167,GIRTON             J                    ,,1
644,A,167,GIRTON             J                    ,,0
645,B,167,INVESCO ASSET MANAGEMENT DEUTSCHLAND GM ,LIECHTEN,0
646,B,167,MAISON PLACEMENTS CANADA                ,MAISON  ,1
647,B,168,,LIMTAN  ,0
648,B,168,"MARUSAN SECURITIES CO., LTD.            ",MARUSAN ,1
649,A,168,PECK               D                    ,,1
650,A,168,PECK               D                    ,,0
651,B,169,,MCCAFFER,1
652,A,169,CHAUDHRI           R                    ,,1
653,A,169,CHAUDHRI           R                    ,,0
654,A,170,BORGMAN            L                    ,,1
655,A,170,BORGMAN            L                    ,,0
656,B,170,NEWCREST CAPITAL INC.                   ,MCCARTHY,1
657,B,171,KEYBANC CAPITAL MKTS/MCDONALD           ,MCDONALD,1
658,A,171,LINDER             A                    ,,1
659,B,172,,MCINTHAM,1
660,A,172,FLEMING            G                    ,,1
661,A,172,FLEMING            G                    ,,0
662,B,173,,MCKEWON ,1
663,A,173,MILTON             W                    ,,1
664,A,173,MILTON             W                    ,,0
665,A,174,GUMPORT            M                    ,,1
666,A,174,GUMPORT            M                    ,,0
667,B,174,MCKINLEY CAPITAL MGMT                   ,MCKINLEY,1
668,B,175,,MCLEANMC,1
669,A,175,SAMSTAG            J                    ,,1
670,A,175,SAMSTAG            J                    ,,0
671,A,176,COOPER             J                    ,,1
672,A,176,COOPER             J                    ,,0
673,B,176,SCOTIA CAPITAL                          ,MCLEOD  ,1
674,A,177,GERAGHTY           J                    ,,1
675,A,177,GERAGHTY           J                    ,,0
676,B,177,MCNEIL                                  ,MCNEIL  ,1
677,B,178,,MEARSPHI,1
678,A,178,RIEPER                                  ,,1
679,A,178,RIEPER                                  ,,0
680,B,179,,MEESCHAR,1
681,A,179,MH. PHELPS                              ,,1
682,A,179,MH. PHELPS                              ,,0
683,B,180,BANK MEES & HOPE NV                     ,MEESHOPE,1
684,A,180,FL. WOLF                                ,,1
685,A,180,FL. WOLF                                ,,0
686,B,180,LOVETT                                  ,LOVETT  ,0
687,B,181,,MELENDES,1
688,A,181,KURLAK             T                    ,,1
689,A,181,KURLAK             T                    ,,0
690,B,181,RODMAN & RENSHAW LLC                    ,MABON   ,0
691,B,182,CREDIT SUISSE - AUSTRALIA               ,MACNAB  ,0
692,A,182,KLESKEN            D                    ,,1
693,A,182,KLESKEN            D                    ,,0
694,B,182,MERRCAN                                 ,MERRCAN ,1
695,A,183,KESSLER                                 ,,1
696,A,183,KESSLER                                 ,,0
697,B,183,MAISON PLACEMENTS CANADA                ,MAISON  ,0
698,B,183,MERRILL LYNCH                           ,MERRILL ,1
699,B,184,"MARUSAN SECURITIES CO., LTD.            ",MARUSAN ,0
700,B,184,MERRILL LYNCH (INTERNATIONAL RESEARCH)  ,MERRINTL,1
701,A,184,STARK              M                    ,,1
702,A,184,STARK              M                    ,,0
703,A,185,ERAIBA             M                    ,,1
704,A,185,ERAIBA             M                    ,,0
705,B,185,LEHMAN BROTHERS (U.K.) SECURITIES       ,MESSEL  ,1
706,B,185,NEWCREST CAPITAL INC.                   ,MCCARTHY,0
707,B,186,,MHE     ,1
708,B,186,KEYBANC CAPITAL MKTS/MCDONALD           ,MCDONALD,0
709,A,186,THORNHILL          T                    ,,1
710,A,186,THORNHILL          T                    ,,0
711,A,187,BARLAGE            J                    ,,1
712,A,187,BARLAGE            J                    ,,0
713,B,187,DYNABOURSE                              ,MICHELEB,1
714,B,187,MCINTOSH & COMPANY                      ,MCINTOSH,0
715,B,188,MERRILL LYNCH CANADA                    ,MIDLAND ,1
716,A,188,VALENTINE          P                    ,,1
717,A,188,VALENTINE          P                    ,,0
718,B,189,PAINE WEBBER INCORPORATED               ,MITCH   ,1
719,A,189,SAYEGH             E                    ,,1
720,A,189,SAYEGH             E                    ,,0
721,B,190,,MCLEANMC,0
722,B,190,"MORGAN, KEEGAN & COMPANY, INC.          ",MKEEGAN ,1
723,B,191,BANC OF AMERICA SECURITIES LLC.         ,MONTSEC ,1
724,A,191,J HEETER           D                    ,,1
725,A,191,J HEETER           D                    ,,0
726,B,191,SCOTIA CAPITAL                          ,MCLEOD  ,0
727,B,192,MCNEIL                                  ,MCNEIL  ,0
728,B,192,MORGAN STANLEY                          ,MORGAN  ,1
729,A,192,OLIVER             W                    ,,1
730,A,192,OLIVER             W                    ,,0
731,B,193,,MEESCHAR,0
732,B,193,MORGAN GUARANTY TRUST COMPANY           ,MORGANGT,1
733,A,193,SHOOK              S                    ,,1
734,A,193,SHOOK              S                    ,,0
735,B,194,BANK MEES & HOPE NV                     ,MEESHOPE,0
736,A,194,BLOOM              P                    ,,1
737,A,194,BLOOM              P                    ,,0
738,B,194,MORGAN GRENFELL & CO. LTD.              ,MORGREN ,1
739,B,195,,MELENDES,0
740,B,195,,MOSLE   ,1
741,A,195,MCCABE             J                    ,,1
742,A,195,MCCABE             J                    ,,0
743,B,196,,MELLOR  ,0
744,A,196,GODSEY             D                    ,,1
745,A,196,GODSEY             D                    ,,0
746,B,197,MERRCAN                                 ,MERRCAN ,0
747,B,197,NATIONSBANK PRIVATE INVESTMENT          ,NCNB    ,1
748,A,197,WALLING            W                    ,,1
749,A,197,WALLING            W                    ,,0
750,A,198,LONG               P                    ,,1
751,A,198,LONG               P                    ,,0
752,B,198,MERRILL LYNCH                           ,MERRILL ,0
753,B,198,NESBITT                                 ,NESBITT ,1
754,B,199,,NEUHAUS ,1
755,A,199,MCCOY                                   ,,1
756,A,199,MCCOY                                   ,,0
757,B,199,MERRILL LYNCH (INTERNATIONAL RESEARCH)  ,MERRINTL,0
758,A,200,GOLDSMITH          D                    ,,1
759,A,200,GOLDSMITH          D                    ,,0
760,B,200,LEHMAN BROTHERS (U.K.) SECURITIES       ,MESSEL  ,0
761,B,200,LOUIS NICOUD/JLR                        ,NICOUD  ,1
762,A,201,BERENTS            K                    ,,1
763,A,201,BERENTS            K                    ,,0
764,B,201,DYNABOURSE                              ,MICHELEB,0
765,B,201,NIKKEI                                  ,NIKKEI  ,1
766,A,202,LLOYD              M                    ,,1
767,A,202,LLOYD              M                    ,,0
768,B,202,MERRILL LYNCH CANADA                    ,MIDLAND ,0
769,B,202,NIKKO RESEARCH CENTER                   ,NIKKO   ,1
770,B,203,,MILWAUKE,0
771,B,203,,NIPKANG ,1
772,A,203,CUSHMAN/N. ROSENTH A                    ,,1
773,A,203,CUSHMAN/N. ROSENTH A                    ,,0
774,A,204,BREGMAN            L                    ,,1
775,A,204,BREGMAN            L                    ,,0
776,B,204,FINANCIELE DIENSTEN AMSTERDAM B.V.      ,NMB     ,1
777,B,204,PAINE WEBBER INCORPORATED               ,MITCH   ,0
778,A,205,DAVIS              M                    ,,1
779,A,205,DAVIS              M                    ,,0
780,B,205,"MORGAN, KEEGAN & COMPANY, INC.          ",MKEEGAN ,0
781,B,205,NOMURA SECURITIES                       ,NOMURA  ,1
782,B,206,BANC OF AMERICA SECURITIES LLC.         ,MONTSEC ,0
783,A,206,DIAMANTIS          J                    ,,1
784,A,206,DIAMANTIS          J                    ,,0
785,B,206,NOMURA SECURITIES INTL (AMERICA)        ,NOMURAUS,1
786,B,207,,NYLIFE  ,1
787,A,207,DAVID DUCLOS                            ,,1
788,A,207,DAVID DUCLOS                            ,,0
789,B,207,MORGAN STANLEY                          ,MORGAN  ,0
790,B,208,FIFTH THIRD\OHIO COMPANY                ,OHIO    ,1
791,A,208,HIGGINS            E                    ,,1
792,A,208,HIGGINS            E                    ,,0
793,B,208,MORGAN GUARANTY TRUST COMPANY           ,MORGANGT,0
794,B,209,"MORGAN STANLEY, DEAN WITTER INV. MGMT.  ",MORGANS ,0
795,B,209,"OKASAN SECURITIES CO., LTD              ",OKASAN  ,1
796,A,209,TAYLOR             I                    ,,1
797,A,209,TAYLOR             I                    ,,0
798,B,210,MORGAN GRENFELL & CO. LTD.              ,MORGREN ,0
799,A,210,NELSON             A                    ,,1
800,B,210,WEDBUSH MORGAN SECURITIES INC.          ,OLMSTEAD,1
801,B,211,,MOSLE   ,0
802,B,211,CIBC WORLD MARKETS CORP.                ,OPPEN   ,1
803,A,211,DRAKE              L                    ,,1
804,A,211,DRAKE              L                    ,,0
805,A,212,HALPERIN           M                    ,,1
806,A,212,HALPERIN           M                    ,,0
807,B,212,OPPENHEIM RESEARCH GMBH                 ,OPPENGER,1
808,B,213,J.P. MORGAN                             ,ORDMINN ,1
809,A,213,SHU                T                    ,,1
810,A,213,SHU                T                    ,,0
811,B,214,,PEMBERT ,1
812,A,214,INSURANCE                               ,,1
813,A,214,INSURANCE                               ,,0
814,B,214,NESBITT                                 ,NESBITT ,0
815,A,215,INSURANCE & REL                         ,,1
816,A,215,INSURANCE & REL                         ,,0
817,B,215,PERSHING                                ,PERSHING,1
818,B,216,LOUIS NICOUD/JLR                        ,NICOUD  ,0
819,A,216,MALIS              I                    ,,1
820,A,216,MALIS              I                    ,,0
821,B,216,PETERCAM                                ,PETERCAM,1
822,B,217,NIKKO RESEARCH CENTER                   ,NIKKO   ,0
823,B,217,UBS RESEARCH (U.K.) LTD.                ,PHILDREW,1
824,B,218,,NIKKOUS ,0
825,B,218,HELVEA                                  ,PICTETBR,1
826,A,218,L. VOGEL           G                    ,,1
827,A,218,L. VOGEL           G                    ,,0
828,A,219,A. LEWIS           M                    ,,1
829,A,219,A. LEWIS           M                    ,,0
830,B,219,FINANCIELE DIENSTEN AMSTERDAM B.V.      ,NMB     ,0
831,B,219,FORTIS BANK                             ,PIERSHEL,1
832,A,220,ANTHONY            D                    ,,1
833,A,220,ANTHONY            D                    ,,0
834,B,220,NOMURA SECURITIES                       ,NOMURA  ,0
835,B,220,PIPER JAFFRAY                           ,PIPER   ,1
836,A,221,COHEN              J                    ,,1
837,A,221,COHEN              J                    ,,0
838,B,221,NOMURA SECURITIES INTL (AMERICA)        ,NOMURAUS,0
839,B,221,UBS                                     ,POTTER  ,1
840,B,222,PRESCOTT                                ,PRESCOTT,1
841,A,222,ZIMMERMAN          G                    ,,1
842,A,222,ZIMMERMAN          G                    ,,0
843,B,223,NORDEA SECURITIES                       ,PRIVAT  ,1
844,B,223,OBERWEIS ASSET MANAGEMENT               ,OBERWEIS,0
845,A,223,SANDBURG           F                    ,,1
